,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2841,9743-DQKQW,Male,No,No,No,3,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.100000381469727,79.80000305175781,No
2842,1215-VFYVK,Female,No,No,No,4,No,,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,48.25,202.25,No
2843,9371-BITHB,Female,No,Yes,Yes,52,Yes,No,No,,,,,,,Two year,No,Mailed check,19.850000381469727,1070.5,No
2844,2265-CYWIV,Female,Yes,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5999984741211,347.6499938964844,Yes
2845,9093-FPDLG,Female,No,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.19999694824219,999.9000244140625,No
2846,0541-FITGH,Female,No,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.150001525878906,113.0999984741211,No
2847,6985-HAYWX,Female,No,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.30000305175781,2015.800048828125,No
2848,7508-KBIMB,Male,No,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),56.25,1454.25,No
2849,6838-HVLXG,Female,No,No,No,12,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.299999237060547,246.6999969482422,No
2850,2277-DJJDL,Male,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,6017.89990234375,No
2851,1897-OKVMW,Female,No,Yes,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.5999984741211,5817.4501953125,No
2852,5485-ITNPC,Male,No,Yes,No,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.9000015258789,5595.2998046875,No
2853,0233-FTHAV,Female,No,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.19999694824219,4765.0,No
2854,4644-PIZRT,Male,No,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.3499984741211,1201.6500244140625,No
2855,8922-NPKBJ,Male,No,Yes,Yes,42,Yes,No,No,,,,,,,Two year,No,Mailed check,19.350000381469727,867.2999877929688,No
2856,2740-TVLFN,Male,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.150001525878906,50.150001525878906,No
2857,7771-CFQRQ,Female,No,Yes,Yes,47,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.79999923706055,3007.25,No
2858,9512-PHSMG,Female,No,Yes,No,10,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.549999237060547,252.75,No
2859,6963-EZQEE,Male,Yes,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.55000305175781,6306.5,No
2860,2452-KDRRH,Male,Yes,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.4000015258789,6841.0498046875,No
2861,2004-OCQXK,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.94999694824219,81.94999694824219,Yes
2862,5027-QPKTE,Male,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3499984741211,451.1000061035156,Yes
2863,4146-SVFUD,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.599998474121094,44.599998474121094,No
2864,1564-HJUVY,Male,No,No,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.75,226.1999969482422,No
2865,3617-XLSGQ,Female,No,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),109.25,7082.5,No
2866,7517-LDMPS,Female,No,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5999984741211,1017.3499755859375,No
2867,7244-KXYZN,Female,No,No,No,24,Yes,No,No,,,,,,,One year,No,Credit card (automatic),20.450000762939453,527.3499755859375,No
2868,5226-NOZFC,Male,No,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,2146.5,No
2869,2672-HUYVI,Female,No,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.0999984741211,455.29998779296875,Yes
2870,1400-WIVLL,Male,No,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,107.94999694824219,5969.85009765625,No
2871,7508-MYBOG,Male,No,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.0999984741211,1235.550048828125,Yes
2872,8148-NLEGT,Female,No,Yes,Yes,42,Yes,Yes,No,,,,,,,Two year,No,Electronic check,22.950000762939453,1014.25,No
2873,0148-DCDOS,Male,No,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.69999694824219,2362.10009765625,Yes
2874,8347-GDTMP,Female,No,Yes,No,64,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),19.450000762939453,1225.6500244140625,No
2875,9992-RRAMN,Male,No,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0999984741211,1873.699951171875,Yes
2876,6746-WAUWT,Male,No,No,No,19,Yes,No,No,,,,,,,One year,Yes,Credit card (automatic),19.700000762939453,386.5,No
2877,0310-MVLET,Female,No,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.1500015258789,6010.0498046875,Yes
2878,0428-IKYCP,Male,No,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.0,1850.6500244140625,No
2879,4550-VBOFE,Male,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.94999694824219,7101.5,Yes
2880,2187-PKZAY,Male,No,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.94999694824219,1043.4000244140625,No
2881,4003-OCTMP,Female,No,Yes,No,31,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,64.0,1910.75,No
2882,6652-YFFJO,Female,No,No,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.9000015258789,716.0999755859375,No
2883,7225-IILWY,Male,No,Yes,Yes,68,Yes,Yes,No,,,,,,,Two year,No,Mailed check,25.75,1686.1500244140625,No
2884,5248-RPYWW,Female,Yes,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.1500015258789,6716.4501953125,No
2885,7923-IYJWY,Male,Yes,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.0999984741211,7839.85009765625,No
2886,3170-GWYKC,Female,No,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.94999694824219,6236.75,No
2887,5696-QURRL,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.04999923706055,45.04999923706055,Yes
2888,7409-KIUTL,Female,Yes,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,Yes
2889,9830-ECLEN,Male,No,Yes,Yes,58,No,,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,50.0,2919.85009765625,No
2890,1732-VHUBQ,Female,Yes,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.55000305175781,3309.25,Yes
2891,0495-RVCBF,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.69999694824219,79.69999694824219,Yes
2892,2668-TZSPS,Male,No,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.450000762939453,20.450000762939453,No
2893,7854-EDSSA,Male,No,No,No,22,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.0,1254.699951171875,Yes
2894,8869-TORSS,Female,No,No,No,48,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.349998474121094,2896.39990234375,Yes
2895,7446-SFAOA,Female,No,Yes,No,37,Yes,No,No,,,,,,,One year,Yes,Bank transfer (automatic),19.850000381469727,717.5,No
2896,9522-ZSINC,Male,No,No,No,13,Yes,No,No,,,,,,,One year,Yes,Electronic check,19.950000762939453,253.8000030517578,No
2897,8234-GSZYK,Male,No,No,No,43,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),26.450000762939453,1110.050048828125,No
2898,6505-OZNPG,Female,No,No,No,6,No,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,63.400001525878906,348.79998779296875,No
2899,6164-HAQTX,Male,No,No,No,71,No,,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95000076293945,3888.64990234375,No
2900,0679-IDSTG,Female,Yes,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,Yes
2901,7765-LWVVH,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,95.0999984741211,6843.14990234375,No
2902,1658-TJVOA,Female,Yes,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.0999984741211,450.8999938964844,No
2903,0953-LGOVU,Male,No,Yes,Yes,12,No,,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,35.5,432.25,No
2904,2115-BFTIW,Male,No,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.94999694824219,1767.3499755859375,Yes
2905,4692-NNQRU,Female,No,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,79.19999694824219,1742.449951171875,No
2906,7742-MYPGI,Female,No,Yes,Yes,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,48.79999923706055,297.3500061035156,No
2907,0611-DFXKO,Male,No,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.0,1820.449951171875,Yes
2908,7780-OTDSO,Male,No,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.4000015258789,1742.949951171875,Yes
2909,9619-GSATL,Female,No,No,No,43,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,55.45000076293945,2444.25,No
2910,5622-UEJFI,Female,No,Yes,Yes,35,Yes,Yes,No,,,,,,,Two year,Yes,Credit card (automatic),25.399999618530273,949.7999877929688,No
2911,9747-DDZOS,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),73.5,73.5,Yes
2912,0674-DGMAQ,Male,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.5,2970.800048828125,No
2913,6203-HBZPA,Male,No,No,No,52,No,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.900001525878906,3334.949951171875,No
2914,0484-FFVBJ,Male,No,No,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.8499984741211,2010.949951171875,No
2915,0301-FIDRB,Female,No,Yes,Yes,72,No,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.79999923706055,4684.2998046875,No
2916,4139-JPIAM,Male,No,No,No,51,No,,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),44.45000076293945,2181.550048828125,No
2917,2181-TIDSV,Male,No,Yes,Yes,68,Yes,No,No,,,,,,,Two year,Yes,Bank transfer (automatic),19.950000762939453,1303.25,No
2918,2761-XECQW,Male,Yes,Yes,No,8,No,,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,43.349998474121094,371.3999938964844,No
2919,1936-CZAKF,Male,No,Yes,No,49,No,,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),49.650001525878906,2409.89990234375,No
2920,9453-PATOS,Female,No,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,85.0999984741211,6155.39990234375,No
2921,0564-JJHGS,Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.5,829.0999755859375,Yes
2922,3348-CFRNX,Female,No,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.3499984741211,2602.89990234375,Yes
2923,4402-FTBXC,Male,No,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.80000305175781,4667.0,No
2924,1428-GTBJJ,Male,No,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.55000305175781,824.75,Yes
2925,2931-XIQBR,Female,No,Yes,Yes,50,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,103.05000305175781,5153.5,No
2926,0106-UGRDO,Female,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.0,8182.85009765625,No
2927,5542-TBBWB,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9000015258789,69.9000015258789,No
2928,1930-QPBVZ,Male,No,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),95.0999984741211,6683.39990234375,No
2929,2606-PKWJB,Male,No,No,Yes,40,No,,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40.25,1564.050048828125,No
2930,5322-ZSMZY,Male,No,Yes,Yes,31,Yes,Yes,No,,,,,,,Two year,No,Mailed check,25.75,755.5999755859375,No
2931,8059-UDZFY,Female,Yes,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.3499984741211,3465.050048828125,No
2932,7740-BTPUX,Male,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.5999984741211,6292.7001953125,No
2933,5220-AGAAX,Male,No,Yes,Yes,68,Yes,Yes,No,,,,,,,Two year,Yes,Bank transfer (automatic),24.0,1664.300048828125,No
2934,0208-BPQEJ,Female,No,Yes,Yes,12,Yes,No,No,,,,,,,Month-to-month,No,Bank transfer (automatic),19.399999618530273,198.10000610351562,No
2935,9435-JMLSX,Male,No,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.0999984741211,6045.89990234375,No
2936,3352-ALMCK,Male,No,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.6500015258789,4108.14990234375,No
2937,5312-IRCFR,Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,92.8499984741211,5980.75,No
2938,5294-IMHHT,Male,No,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),97.75,5043.2001953125,No
2939,8802-UNOJF,Male,Yes,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,83.80000305175781,1029.75,Yes
2940,6313-GIDIT,Male,Yes,No,No,53,No,,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.45000076293945,2854.550048828125,Yes
2941,6176-YJWAS,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),97.94999694824219,7114.25,No
2942,5310-NOOVA,Male,No,No,No,46,Yes,No,No,,,,,,,Two year,No,Electronic check,19.950000762939453,907.0499877929688,No
2943,4526-EXKKN,Male,No,No,No,40,Yes,Yes,No,,,,,,,Two year,Yes,Mailed check,24.600000381469727,973.9500122070312,No
2944,5311-IHLEI,Male,No,No,No,12,No,,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.95000076293945,605.75,No
2945,3987-KQDDU,Male,No,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.5999984741211,661.5499877929688,No
2946,3404-JNXAX,Female,No,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.75,4116.89990234375,No
2947,5131-PONJI,Male,No,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4000015258789,4494.64990234375,No
2948,2845-AFFTX,Male,Yes,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.80000305175781,4259.2998046875,Yes
2949,3489-VSFRD,Female,No,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.25,3282.75,No
2950,3345-JHUEO,Male,No,No,No,4,Yes,No,No,,,,,,,Month-to-month,Yes,Electronic check,20.200000762939453,55.70000076293945,No
2951,5815-HGGHV,Male,No,Yes,No,20,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,64.1500015258789,1274.449951171875,No
2952,5260-UMPWX,Female,No,Yes,Yes,26,Yes,No,No,,,,,,,Month-to-month,Yes,Credit card (automatic),20.25,493.95001220703125,No
2953,2249-YPRNG,Female,No,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.8499984741211,2239.64990234375,Yes
2954,7410-YTJIK,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.44999694824219,480.75,Yes
2955,4626-GYCZP,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.8499984741211,635.5999755859375,Yes
2956,5649-RXQTV,Male,No,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,5038.14990234375,No
2957,2674-MIAHT,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.30000305175781,324.20001220703125,No
2958,2576-HXMPA,Female,No,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Credit card (automatic),19.549999237060547,19.549999237060547,No
2959,7587-AOVVU,Male,No,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,100.75,2793.550048828125,No
2960,5590-BYNII,Male,No,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.75,2095.0,Yes
2961,6898-MDLZW,Male,No,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.75,648.6500244140625,No
2962,3237-AJGEH,Female,No,Yes,Yes,3,No,,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.0,95.05000305175781,Yes
2963,4707-YNOQA,Female,No,Yes,Yes,34,Yes,Yes,No,,,,,,,One year,Yes,Credit card (automatic),25.600000381469727,917.1500244140625,No
2964,9357-UJRUN,Male,No,Yes,No,24,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,58.349998474121094,1346.9000244140625,No
2965,1591-NFNLQ,Male,No,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),80.0,4242.35009765625,Yes
2966,8648-PFRMP,Female,Yes,No,No,14,No,,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.349998474121094,672.7000122070312,No
2967,7663-CUXZB,Male,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,113.75,6561.25,No
2968,0258-NOKBL,Male,No,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.4000015258789,268.45001220703125,No
2969,1163-VIPRI,Female,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.30000305175781,7337.5498046875,No
2970,2815-CPTUL,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.25,331.8999938964844,Yes
2971,9348-ROUAI,Female,No,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.30000305175781,5194.0498046875,No
2972,9443-JUBUO,Male,No,Yes,Yes,72,No,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.25,4478.85009765625,No
2973,0596-BQCEQ,Female,No,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.1500015258789,6283.2998046875,Yes
2974,1481-ZUWZA,Male,No,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.5,2659.39990234375,Yes
2975,3043-TYBNO,Male,No,No,No,3,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,60.650001525878906,196.89999389648438,No
2976,4830-FAXFM,Male,No,No,Yes,19,Yes,Yes,No,,,,,,,Month-to-month,Yes,Credit card (automatic),24.100000381469727,439.20001220703125,No
2977,5906-BFOZT,Male,No,No,No,1,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,19.5,19.5,No
2978,2960-NKRSO,Male,No,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,85.94999694824219,2107.14990234375,No
2979,8996-ZROXE,Male,Yes,No,No,57,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,53.5,3035.800048828125,No
2980,5598-IKHQQ,Female,No,No,No,72,Yes,Yes,No,,,,,,,Two year,No,Credit card (automatic),25.450000762939453,1866.449951171875,No
2981,0397-ZXWQF,Male,No,No,No,67,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),20.5,1430.949951171875,No
2982,5266-PFRQK,Male,No,Yes,Yes,52,Yes,No,No,,,,,,,One year,Yes,Credit card (automatic),20.850000381469727,1071.5999755859375,No
2983,4674-HGNUA,Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9000015258789,6457.14990234375,No
2984,6765-MBQNU,Female,No,Yes,No,26,Yes,Yes,No,,,,,,,One year,No,Mailed check,26.0,684.0499877929688,No
2985,9786-IJYDL,Female,No,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,113.19999694824219,3914.050048828125,No
2986,1303-SRDOK,Female,No,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),69.05000305175781,3842.60009765625,No
2987,3769-MHZNV,Female,No,Yes,Yes,33,Yes,No,No,,,,,,,Two year,No,Mailed check,20.100000381469727,670.3499755859375,No
2988,6295-OSINB,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.6500015258789,7880.25,
2989,3308-MHOOC,Male,No,No,Yes,1,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,19.200000762939453,19.200000762939453,No
2990,2309-OSFEU,Male,No,No,No,10,No,,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,33.900001525878906,298.45001220703125,Yes
2991,2207-QPJED,Female,Yes,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,90.0,3371.75,No
2992,4177-JPDFU,Male,No,No,No,12,No,,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,34.0,442.45001220703125,No
2993,2239-CFOUJ,Male,No,Yes,Yes,1,Yes,No,No,,,,,,,One year,No,Mailed check,20.399999618530273,20.399999618530273,No
2994,8046-DNVTL,Male,No,Yes,No,62,No,,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),38.599998474121094,2345.550048828125,No
2995,2209-XADXF,Female,No,No,No,1,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.25,25.25,No
2996,6620-JDYNW,Female,No,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,60.599998474121094,1156.3499755859375,No
2997,1891-FZYSA,Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.94999694824219,6143.14990234375,Yes
2998,4770-UEZOX,Male,No,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,144.8000030517578,No
2999,1A1:U3001038-RQOST,Male,No,Yes,Yes,19,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.600000381469727,414.95001220703125,No
0,5600-PDUJF,Male,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.5,312.7,No
1,8292-TYSPY,Male,No,No,No,19,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.0,1046.5,Yes
2,0567-XRHCU,Female,No,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.95,2960.1,No
3,1867-BDVFH,Male,No,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2,Yes
4,2067-QYTCF,Female,No,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.15,6953.4,No
